ID_TA,meals,rest_coord,rub_max,rub_min
d3625180,,"[53.4470492, 6.2210793]",2627.0,876.0
d10626880,,,,
d1055214,,"[37.9908372, 23.73833935]",11357.0,2858.0
d803005,"['Lunch', 'Dinner', 'Late Night']","[53.5504475, 9.843812]",,
d12331265,,"[52.1634132, 21.08226955]",,
d997513,"['Lunch', 'Dinner']","[41.4002621, 2.1724838]",,
d1947816,"['Lunch', 'Breakfast', 'Dinner']","[47.4255747, 8.5600099]",,
d12910902,"['Breakfast', 'Lunch', 'Dinner', 'Late Night']","[45.7789348, 4.8322202]",,
d10464840,,"[45.4425778, 9.1525149]",13136.0,6130.0
d5813747,,"[48.8254218, 2.3750634]",,
d4462696,"['Lunch', 'Dinner']","[48.8494305, 2.3259708]",,
d2201625,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[50.816799, 4.353279]",,
d8099194,"['Lunch', 'Dinner']","[45.7663499, 4.8325804]",2189.0,876.0
d3371560,"['Lunch', 'Dinner', 'Late Night']","[48.8329204, 2.3861422]",,
d782519,"['Lunch', 'Dinner']","[48.8359099, 2.3983399]",,
d2226096,"['Dinner', 'Lunch']","[53.5876182, 10.0203151]",,
d5848760,,"[51.4984437, 0.1663808]",1632.0,816.0
d5890589,,,,
d4358655,,"[51.51084965, 0.1268081]",612.0,204.0
d4581102,"['Lunch', 'Dinner']","[48.8827366, 2.3283091]",,
d8662722,"['Breakfast', 'Lunch', 'Dinner']","[41.3892469, 2.1768412]",,
d4163396,"['Lunch', 'Dinner', 'Late Night']","[52.3532018, 4.9319171]",,
d2008088,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.5121945, 0.130236]",,
d10810171,,"[46.2007752, 6.1583298]",,
d9553131,['Dinner'],"[50.8620033, 4.3825697]",,
d3833370,"['Lunch', 'Dinner']","[45.7257969, 4.9142813]",,
d3626303,"['Lunch', 'Dinner', 'Drinks', 'Late Night']","[46.2101951, 6.1472735]",5518.0,1182.0
d1123378,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[52.2078544, 20.99571875]",1465.0,1099.0
d12844313,,,,
d9711446,"['Lunch', 'Dinner']","[53.55256115, 9.96114885]",,
d10027684,,,,
d2431531,"['Lunch', 'Dinner', 'Late Night']",,,
d1202412,"['Lunch', 'Dinner', 'Late Night']","[41.1405529, 8.6148551]",,
d6613774,"['Breakfast', 'Lunch', 'Brunch']","[51.5089605, 0.1304391]",,
d943596,,"[53.3481297, 6.2616741]",1099.0,733.0
d13150823,"['Lunch', 'Dinner']","[48.1309522, 11.5672009]",788.0,438.0
d8684244,,,,
d3803877,,"[59.9111395, 10.7362331]",,
d5521876,"['Breakfast', 'Lunch', 'Dinner']","[51.516298, 0.108244]",,
d2006521,,"[59.3362331, 18.0585975]",2159.0,864.0
d4506934,,"[53.5516945, 9.9952173]",,
d7086232,"['Dinner', 'Breakfast', 'Lunch']","[51.4361038, 0.1606794]",,
d4105120,"['Lunch', 'Dinner']","[51.4502575, 0.2407626]",,
d1069434,,"[45.4649403, 9.1631534]",5254.0,2627.0
d1098860,"['Breakfast', 'Dinner']","[50.0518329, 19.947204]",,
d1342370,"['Dinner', 'Lunch']","[52.5101626, 13.322411]",,
d5263040,['Drinks'],"[41.8917737, 12.467732]",,
d2234452,"['Breakfast', 'Lunch', 'Brunch']","[59.9129463, 10.7334404]",,
d13275208,,"[55.7093795, 12.5783843]",,
d12515422,,"[41.4106939, 2.1920017]",2189.0,263.0
d945161,,"[47.3809006, 8.5347255]",2365.0,394.0
d7390700,,"[48.8749357, 2.3445873]",5167.0,876.0
d4589114,,"[45.487353, 9.233477]",,
d12248558,"['Lunch', 'Dinner']","[50.0677144, 14.4209115]",1099.0,220.0
d12789880,,"[48.2187241, 16.3701664]",,
d11829564,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[51.4967249, 0.1430905]",3060.0,1122.0
d5877948,"['Breakfast', 'Lunch', 'Dinner']","[41.383651, 2.1324735]",,
d10427670,"['Breakfast', 'Dinner', 'Brunch', 'Lunch']","[41.3885272, 2.1281142]",,
d12907474,,,,
d3377005,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[51.4621739, 0.1116633]",,
d4064449,"['Lunch', 'Dinner', 'Late Night']","[40.4211773, 3.6973222]",,
d12636986,['Lunch'],"[55.6794436, 12.5924938]",,
d1233704,['Dinner'],"[51.5199499, 0.131025]",2198.0,1612.0
d3859505,"['Breakfast', 'Lunch', 'Brunch', 'Drinks']","[41.38431725, 2.176879]",1314.0,613.0
d5533870,['Late Night'],"[40.4196054, 3.7067837]",,
d2062757,['Dinner'],"[41.414374, 2.2262984]",,
d4312035,"['Lunch', 'Dinner']","[40.4206728, 3.7049814]",,
d13143590,['Breakfast'],"[59.3289324, 17.9277669]",,
d1048327,"['Lunch', 'Dinner']","[40.4245173, 3.7016119]",1172.0,440.0
d1050722,"['Dinner', 'Late Night']","[48.8860241, 2.3371516]",4291.0,4291.0
d8779238,,"[41.4012431, 2.1697931]",,
d10183312,,"[51.513598, 0.105243]",3060.0,714.0
d5422879,"['Breakfast', 'Lunch', 'Brunch']","[51.5373471, 0.0763899]",,
d8373958,"['Lunch', 'Dinner']","[55.6796601, 12.5923957]",,
d1468682,,"[47.5055529, 19.0373302]",,
d5796715,"['Breakfast', 'Lunch', 'Drinks']","[48.842479, 2.3345572]",,
d12653330,,,,
d2277176,"['Lunch', 'Dinner', 'Drinks']","[45.4810742, 9.1711028]",,
d1116705,,"[48.8713805, 2.3765614]",1758.0,586.0
d6616945,,"[52.3438749, 4.8914235]",1751.0,175.0
d8112504,,"[50.8563896, 4.3571221]",,
d8048519,['Breakfast'],"[59.3336425, 18.0739999]",,
d783678,,"[60.1691567, 24.9332274]",5422.0,1612.0
d4303092,"['Lunch', 'Dinner']","[48.8840203, 2.3331174]",1576.0,701.0
d3487002,,"[50.819068, 4.3798343]",,
d12395777,,"[37.9834818, 23.7313083]",,
d1319651,"['Lunch', 'Dinner', 'Late Night']","[48.2350826, 16.4269234]",,
d10397643,,"[45.4485288, 9.1398545]",2189.0,438.0
d1030616,,"[51.561435, 0.1241846]",2550.0,1020.0
d10481841,"['Breakfast', 'Brunch']","[51.4395709, 0.0507161]",,
d3978053,,"[51.5061924, 0.0837156]",,
d2210815,"['Breakfast', 'Lunch', 'Dinner']","[52.5038945, 13.4240746]",,
d5795197,"['Breakfast', 'Lunch', 'Dinner']","[41.4337292, 2.1892247]",,
d10377498,"['Drinks', 'Breakfast', 'Lunch', 'Dinner', 'Brunch']","[40.43128695, 3.6020237]",2627.0,1314.0
d1413806,"['Dinner', 'Lunch']","[59.3441151, 18.058149]",,
d3728318,,"[47.4893178, 19.0557736]",,
d10026623,,"[40.423328, 3.708043]",,
d3971942,"['Lunch', 'Dinner']","[51.5186811, 0.1107435]",,
d1069240,"['Lunch', 'Dinner']","[48.8659518, 2.3351684]",,
d3452260,"['Lunch', 'Dinner']","[48.8289687, 2.3299153]",,
d5220188,,,,
d1342084,,,,
d12937972,"['Lunch', 'Dinner']","[51.5132095, 0.3074986]",1530.0,510.0
d2508016,"['Dinner', 'Lunch']","[51.5110138, 0.1278093]",,
d1422305,,"[52.5010456, 13.4193492]",3503.0,1751.0
d2011974,"['Dinner', 'Drinks']","[51.4408409, 0.1550604]",2040.0,1224.0
d734185,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[55.961075, 3.180706]",2448.0,816.0
d5795235,"['Breakfast', 'Lunch', 'Dinner']","[41.3989807, 2.1409241]",,
d11660294,"['Lunch', 'Dinner']","[41.375716, 2.1710332]",,
d12384515,"['Lunch', 'Dinner', 'Drinks']","[40.4359009, 3.7129304]",,
d3864695,"['Breakfast', 'Lunch', 'Dinner']","[45.480965, 9.2249672]",,
d4910122,"['Lunch', 'Dinner']","[51.4769181, 0.0194688]",,
d10693822,,"[40.4357746, 3.7003925]",,
d3346954,,"[38.7096096, 9.1328112]",,
d7379407,"['Lunch', 'Dinner']","[59.9143284, 10.7376534]",2251.0,687.0
d8664466,,"[40.4269268, 3.6988689]",701.0,175.0
d4296125,"['Lunch', 'Dinner']","[46.2104019, 6.1466719]",2365.0,1419.0
d2656874,,"[48.1884343, 16.3651568]",,
d10843040,,,,
d3365282,"['Lunch', 'Dinner', 'Late Night']","[38.7137216, 9.1305724]",,
d4732353,,"[41.3696168, 2.1724688]",6130.0,4379.0
d5122051,['Dinner'],"[51.4873506, 0.0312006]",,
d5449232,"['Lunch', 'Dinner']","[48.17091, 11.5641699]",,
d2307390,,"[51.4572863, 0.1655275]",,
d8386058,,"[52.2436499, 21.0064941]",,
d3378184,"['Lunch', 'Dinner']","[48.2178684, 16.3788458]",,
d8154698,,"[48.8755766, 2.3982048]",,
d8728054,"['Late Night', 'Drinks', 'Breakfast', 'Lunch', 'Dinner']","[47.3711107, 8.5417977]",2996.0,473.0
d796903,,"[37.9824194, 23.7369837]",,
d2437089,,,,
d7337373,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[53.3451484, 6.2655409]",,
d8735966,,"[51.5105968, 0.305301]",,
d5827920,,"[47.3902403, 8.5229964]",1392.0,586.0
d12709307,"['Dinner', 'Lunch']","[52.360999, 4.928306]",,
d2250247,,"[41.8835023, 12.4550317]",3065.0,1314.0
d1343095,,"[53.59739, 10.10207]",,
d7274050,"['Lunch', 'Dinner']","[51.5642377, 0.1051601]",,
d4925884,"['Lunch', 'Dinner']","[55.6830076, 12.5362101]",,
d2250031,,,,
d8524870,,"[53.3328177, 6.2429436]",1314.0,438.0
d3392907,,"[56.06574185, 60.9751473]",3941.0,2627.0
d4768356,"['Lunch', 'Dinner']","[50.0506463, 14.3454275]",,
d1024850,"['Lunch', 'Dinner']","[59.3382472, 18.0571967]",,
d10624889,['Lunch'],"[38.704367, 9.1750523]",1751.0,613.0
d4752046,['Lunch'],"[40.4303081, 3.6808125]",,
d11812540,,,,
d7106776,"['Lunch', 'Dinner', 'Late Night']","[50.8501804, 4.3673267]",2452.0,876.0
d10086331,,"[45.4621056, 9.2038596]",26272.0,4379.0
d10388502,,"[48.1284718, 11.5915572]",613.0,350.0
d10245384,"['Dinner', 'Breakfast', 'Lunch', 'Late Night', 'Drinks']","[51.5144659, 0.2011185]",,
d2692165,"['Lunch', 'Dinner']","[41.1459604, 8.6050521]",,
d3842552,,"[45.4494533, 9.2168935]",,
d5953104,"['Lunch', 'Dinner']","[59.2857736, 17.9633284]",,
d4550474,['Dinner'],"[52.59764, 13.35225]",,
d5890482,['Dinner'],"[50.8743793, 4.3865625]",,
d3256378,"['Dinner', 'Lunch']","[48.8711274, 2.3529184]",2189.0,963.0
d7607994,"['Dinner', 'Brunch', 'Breakfast', 'Lunch']","[48.8250292, 2.3183516]",1489.0,1051.0
d9696961,,"[51.4408634, 0.1254419]",,
d8338269,,"[45.46402, 9.1929747]",,
d8689572,"['Lunch', 'Dinner']","[45.4751444, 9.1889002]",1314.0,438.0
d12021020,"['Lunch', 'Dinner']","[45.4523075, 9.2214154]",,
d4071984,,"[51.5113537, 0.3152144]",2040.0,1020.0
d8860328,"['Lunch', 'Dinner', 'Drinks']","[40.4285431, 3.7150288]",,
d12951595,['Dinner'],"[52.4772648, 13.3206142]",,
d7133705,,"[48.1391131, 11.5822246]",,
d5815452,,,,
d13205768,,"[41.3830151, 2.1428808]",,
d1080856,"['Breakfast', 'Lunch', 'Dinner', 'Late Night']","[48.8731057, 2.2992183]",,
d758217,"['Dinner', 'Drinks']","[47.09655565, 20.06769795]",,
d2325203,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8518394, 2.3336929]",,
d6018403,"['Lunch', 'Dinner']","[50.8360502, 4.3657807]",,
d12324983,,"[55.6733692, 12.5891116]",,
d10357352,,,,
d4208528,"['Lunch', 'Dinner', 'Late Night']","[45.480811, 9.1935472]",,
d2238585,"['Dinner', 'Lunch']","[40.4321065, 3.7027064]",4379.0,2627.0
d2458087,"['Dinner', 'Lunch', 'Late Night']","[55.9429995, 3.2868919]",,
d8059564,,"[41.1552778, 8.6288889]",,
d1394542,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[52.5202511, 13.4121323]",,
d9979910,,"[50.8541319, 4.3114601]",,
d3350579,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8700702, 2.2906128]",3077.0,1319.0
d10593217,,,,
d11957748,"['Lunch', 'Dinner']","[51.4634539, 0.3017417]",,
d11826876,"['Breakfast', 'Lunch', 'Brunch']","[38.7316632, 9.1332712]",,
d5866712,"['Breakfast', 'Lunch', 'Dinner']","[41.4185894, 2.2044372]",1314.0,438.0
d3365255,"['Lunch', 'Dinner', 'Breakfast', 'Late Night', 'Drinks']","[48.8636396, 2.3492554]",2198.0,733.0
d7101788,['Dinner'],"[41.3820945, 2.1876664]",,
d8421030,"['Lunch', 'Dinner', 'Brunch']","[41.8679658, 12.4940418]",,
d10521819,,"[46.0515424, 14.509044]",1314.0,525.0
d9856280,,"[40.4238296, 3.6770133]",,
d11857859,,"[53.5595737, 9.9954914]",2014.0,525.0
d3140711,"['Lunch', 'Dinner']","[41.9125553, 12.4979436]",,
d3139548,"['Lunch', 'Dinner', 'Late Night']","[45.5155684, 9.1570698]",,
d1082279,['Lunch'],"[41.4116267, 2.1711998]",1226.0,438.0
d5895096,"['Lunch', 'Dinner']","[48.8232317, 2.3265822]",,
d5776327,"['Lunch', 'Dinner']","[40.4500449, 3.6981573]",,
d1791483,,"[41.9024377, 12.4870419]",2627.0,1751.0
d12787346,"['Breakfast', 'Lunch', 'Brunch', 'Dinner']","[52.3441433, 4.9085551]",,
d10166991,"['Breakfast', 'Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8776665, 2.344645]",1226.0,613.0
d8098320,,"[40.4249201, 3.6966234]",1751.0,438.0
d9882022,,,,
d1093728,"['Lunch', 'Dinner']","[50.1012275, 14.6720691]",,
d4840508,,,,
d5824810,,,,
d12659653,"['Lunch', 'Dinner', 'Late Night']","[51.5382757, 2.522]",816.0,204.0
d1212065,"['Lunch', 'Dinner']","[48.8507452, 2.3958523]",,
d11872400,"['Breakfast', 'Lunch', 'Dinner']","[51.5184787, 0.0839925]",,
d3923729,,"[60.1685975, 24.9472259]",,
d7395082,,"[52.2231484, 21.0119178]",,
d2076092,"['Lunch', 'Dinner', 'Late Night']","[56.06574185, 60.9751473]",,
d4827518,"['Lunch', 'Dinner']","[51.5221974, 0.1032433]",,
d1845745,"['Breakfast', 'Lunch', 'Brunch']","[52.3629672, 4.8735107]",,
d12956686,"['Lunch', 'Dinner']","[56.06574185, 60.9751473]",4396.0,1099.0
d8809410,,"[45.7690484, 4.8360734]",1751.0,438.0
d4149308,,,,
d10150910,,,,
d8813990,,"[51.5464898, 0.0548371]",,
d8090119,,,,
d8549722,"['Lunch', 'Dinner', 'Brunch']","[51.4974, 0.1383018]",5100.0,2040.0
d3521253,,"[38.72089405, 9.15986655]",1099.0,440.0
d3812933,"['Lunch', 'Dinner']","[40.4015497, 3.6428003]",,
d11717116,['Brunch'],"[53.5583123, 9.9694188]",,
d10124904,"['Lunch', 'Dinner']","[41.96515, 12.40451]",,
d7735437,,"[41.3815602, 2.1669434]",,
d8000931,"['Lunch', 'Dinner']","[38.7118708, 9.1411059]",,
d1383319,,"[41.3873123, 2.1590303]",4379.0,1751.0
d6701232,,"[40.4129771, 3.6958034]",659.0,293.0
d9808537,"['Breakfast', 'Lunch', 'Dinner']","[47.508784, 19.026345]",,
d7740940,,"[48.141287, 11.572228]",5254.0,1051.0
d9853919,,,,
d714916,"['Lunch', 'Dinner', 'Late Night']","[48.8550914, 2.3305652]",,
d5893408,"['Lunch', 'Dinner']","[48.8442096, 2.3550639]",,
d10785924,,"[50.8314711, 4.4271147]",,
d7112718,"['Lunch', 'Dinner']","[51.6460854, 0.0470495]",,
d10955680,"['Lunch', 'Dinner', 'Late Night']","[53.546116, 9.9770141]",,
d8068462,,,,
d3595890,"['Breakfast', 'Lunch', 'Drinks']","[52.3723963, 4.8902819]",,
d6995252,"['Dinner', 'Lunch']","[43.9381969, 7.5143155]",2627.0,876.0
d11872811,,,,
d2495979,"['Lunch', 'Dinner', 'Late Night']","[45.46465885, 9.1918414]",,
d3692549,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[41.3830269, 2.1705743]",,
d12322377,"['Lunch', 'Dinner']","[48.197827, 16.3502791]",,
d3531196,"['Lunch', 'Dinner']","[50.8506829, 4.3472263]",,
d12320872,,"[41.862592, 12.5511464]",,
d4471858,"['Lunch', 'Dinner']","[41.4105289, 2.2168175]",,
d9709518,,"[52.3218576, 20.9703779]",,
d12428263,,"[50.8540194, 4.345835]",1751.0,1314.0
d5924053,"['Lunch', 'Dinner']","[52.52866, 13.408989]",,
d3386818,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[59.9124309, 10.7500238]",,
d697590,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[40.4263059, 3.6896719]",,
d943581,"['Lunch', 'Dinner', 'Late Night']","[41.90935, 12.4895652]",9672.0,2418.0
d11921785,"['Lunch', 'Dinner']","[40.3891414, 3.7009993]",,
d2650092,"['Lunch', 'Dinner', 'Late Night']","[41.8090371, 12.5294935]",,
d680379,"['Lunch', 'Dinner', 'Brunch', 'Breakfast']","[51.4992209, 0.1378204]",,
d7180063,['Dinner'],"[48.2433285, 16.3072141]",,
d12934099,,"[40.4308318, 3.6943186]",1927.0,1314.0
d919529,"['Drinks', 'Lunch', 'Dinner', 'Brunch', 'Breakfast', 'Late Night']","[37.9723385, 23.73405305]",,
d3188740,,"[53.5720027, 9.9861608]",,
d5773760,"['Lunch', 'Dinner', 'Breakfast']","[48.1493678, 16.2684994]",,
d3563018,"['Lunch', 'Dinner']","[45.4624388, 9.173048]",,
d12571449,,"[59.9150764, 10.7285557]",2998.0,513.0
d10523634,"['Lunch', 'Dinner']","[45.4482281, 9.1556271]",,
d12276453,,,,
d12535694,['Dinner'],"[48.1037156, 11.5436521]",,
d12907065,"['Breakfast', 'Lunch']","[50.060491, 19.9235729]",,
d2314447,,"[50.8532689, 4.3884875]",,
d7913616,,"[48.8688181, 2.2648206]",,
d8434911,['Dinner'],"[48.8875901, 2.3180328]",,
d4700004,"['Brunch', 'Breakfast']","[41.4014502, 2.1471482]",,
d803084,"['Lunch', 'Dinner']","[46.0533045, 14.5041254]",2189.0,438.0
d12829440,,"[52.5461496, 13.3605721]",876.0,175.0
d4174020,,"[41.3903781, 2.1397367]",,
d6706687,"['Breakfast', 'Lunch', 'Dinner']","[56.06574185, 60.9751473]",,
d7378416,"['Late Night', 'Drinks']","[48.146913, 17.1054109]",,
d1471547,,"[55.6730276, 12.5921089]",4711.0,1178.0
d6632825,"['Lunch', 'Dinner', 'Drinks']","[41.1466661, 8.6034704]",,
d4767654,"['Breakfast', 'Lunch', 'Dinner']",,,
d8132624,"['Lunch', 'Dinner']","[50.8162037, 4.4280794]",,
d4769725,"['Lunch', 'Dinner']","[50.0473139, 14.4280055]",,
d12435635,,"[50.0701719, 14.4054619]",,
d6180097,"['Breakfast', 'Lunch', 'Drinks']","[45.4655081, 9.229754]",,
d3568520,,"[41.9352101, 12.5322064]",1832.0,366.0
d5524088,['Dinner'],"[48.8577005, 2.3793036]",,
d10747732,"['Lunch', 'Dinner']","[50.0916751, 14.4208007]",1439.0,401.0
d10630583,,"[48.13283325, 11.56642225]",3941.0,1314.0
d5442944,,"[51.4781359, 0.2005785]",,
d4104843,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[52.3692053, 4.89378745]",,
d730802,,"[55.9541325, 3.1958724]",1836.0,510.0
d1093070,['Late Night'],"[50.0856634, 14.4198515]",,
d5958652,,"[59.2706822, 18.0286811]",,
d3222257,['Dinner'],"[50.0861799, 14.4079455]",,
d13150793,"['Lunch', 'Dinner']","[51.5085779, 0.198514]",,
d8518315,"['Lunch', 'Dinner', 'Breakfast']","[40.4043428, 3.6909101]",1751.0,876.0
d3679837,"['Lunch', 'Dinner', 'Late Night']","[45.4627967, 9.193098]",3503.0,1051.0
d6125022,['Dinner'],"[52.5606465, 13.3349482]",,
d12913905,,,,
d991279,"['Lunch', 'Dinner', 'Late Night']","[40.4283474, 3.6730592]",,
d7109618,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[45.5108715, 9.2146836]",,
d1123247,"['Lunch', 'Dinner', 'Late Night']","[51.5106658, 0.1230748]",,
d4303444,,"[50.0909252, 14.4176574]",,
d10276562,,"[59.3434804, 18.0524725]",,
d812002,,"[50.7977781, 4.3363878]",5275.0,3151.0
d2194706,,,,
d8291013,,"[47.4871394, 19.0696986]",,
d5519500,,"[52.5310726, 13.4228937]",,
d7123640,"['Lunch', 'Dinner']","[50.0980411, 14.3425839]",,
d3947698,"['Lunch', 'Dinner', 'Late Night']","[41.4095339, 2.157217]",,
d5821512,"['Lunch', 'Dinner']","[53.3424469, 6.3586909]",,
d5890682,"['Lunch', 'Dinner', 'Breakfast']","[48.8582357, 2.3552367]",,
d3323112,"['Lunch', 'Dinner']","[38.7113692, 9.1278193]",,
d4461606,"['Dinner', 'Lunch', 'Late Night']","[40.4347877, 3.6980245]",,
d5455016,"['Lunch', 'Dinner']","[50.0872225, 14.4245643]",,
d12123825,,"[60.1943311, 24.9562991]",1392.0,733.0
d10786016,,,,
d11802293,"['Lunch', 'Dinner']","[53.5821804, 10.0154665]",,
d2232827,,"[48.1820643, 11.5672236]",,
d7254610,,"[48.8702544, 2.3687356]",1226.0,613.0
d953676,"['Dinner', 'Lunch']","[52.3553893, 4.8947133]",,
d8412166,"['Breakfast', 'Lunch', 'Dinner']","[48.8396792, 2.2756217]",2627.0,876.0
d4994225,"['Late Night', 'Drinks']","[47.5014175, 19.059211]",1051.0,876.0
d11674439,"['Breakfast', 'Lunch', 'Dinner']","[51.5243499, 0.099406]",,
d3692587,,,,
d12141580,,"[41.8752264, 12.5272258]",,
d4876823,"['Lunch', 'Breakfast', 'Dinner']","[38.7123282, 9.1382221]",,
d9746789,,,,
d9568003,,"[41.4227838, 2.1788569]",,
d4770213,"['Lunch', 'Dinner']","[48.1297121, 17.1732658]",,
d1017342,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[51.6242346, 0.1230648]",,
d9451795,,"[48.8711634, 2.3558272]",8757.0,1576.0
d4776534,,"[51.5149488, 0.133233]",1530.0,510.0
d2459392,,"[56.06574185, 60.9751473]",3065.0,1051.0
d743882,"['Lunch', 'Dinner']","[49.6209119, 6.145492]",,
d11877915,"['Lunch', 'Dinner']","[41.1426474, 8.6163579]",1226.0,613.0
d6872943,,,,
d5965256,,,,
d10250682,"['Lunch', 'Dinner']","[46.2212166, 6.1128991]",,
d6787622,"['Lunch', 'Dinner', 'Late Night']","[40.4169946, 3.7081133]",,
d8131551,"['Lunch', 'Dinner']","[48.1510474, 11.551869]",,
d3454189,"['Lunch', 'Breakfast', 'Dinner', 'Drinks']","[48.8531759, 2.3974215]",,
d3679796,"['Breakfast', 'Lunch', 'Brunch']","[53.3396416, 6.2584039]",,
d2139211,,"[51.5177277, 0.2060114]",,
d8275710,"['Lunch', 'Dinner']","[48.8798986, 2.3507663]",,
d1093686,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[50.054762, 14.5225607]",,
d696297,,"[53.3350588, 6.2561294]",,
d2440149,"['Breakfast', 'Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8781134, 2.3376084]",,
d4221365,,,,
d3733910,,"[55.6904771, 12.5767975]",,
d2643407,,"[52.5139331, 13.3055287]",2189.0,263.0
d10528801,,"[51.47162005, 0.0646886]",,
d7991982,['Dinner'],"[48.1594117, 11.5858867]",,
d3514187,,"[47.48752865, 19.0628656]",,
d3721894,"['Dinner', 'Drinks']","[45.7518317, 4.8271206]",,
d10827320,"['Lunch', 'Dinner']","[51.5711743, 0.1933587]",,
d8814434,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[48.8527915, 2.3433069]",,
d694814,,"[50.0886461, 14.3975654]",,
d10102302,"['Lunch', 'Dinner', 'Brunch', 'Drinks']","[59.9102437, 10.7053587]",1425.0,35.0
d10022005,"['Breakfast', 'Lunch', 'Dinner']","[51.5275739, 0.1904023]",,
d10103140,"['Brunch', 'Breakfast', 'Lunch']","[51.5286627, 0.14972805]",,
d13326979,,"[51.4491664, 0.3785343]",1428.0,204.0
d8571966,['Brunch'],"[41.873119, 12.4576658]",1314.0,263.0
d692901,"['Lunch', 'Dinner', 'Late Night']","[47.5178579, 18.994342]",,
d795651,"['Dinner', 'Late Night']","[41.9076667, 12.4517998]",,
d7284060,,"[48.8374464, 2.3908257]",733.0,293.0
d8528872,"['Lunch', 'Dinner']","[47.5005167, 19.0533073]",3153.0,613.0
d10356526,,,,
d3410695,"['Lunch', 'Dinner']","[52.5183263, 13.2928433]",,
d12855748,['Dinner'],"[48.8657992, 2.3240664]",,
d6690580,,,,
d2298026,"['Lunch', 'Dinner']","[38.6969757, 9.2028891]",,
d1035521,['Dinner'],"[48.8551809, 2.3841776]",,
d7742958,"['Lunch', 'Dinner', 'Late Night']","[37.9874136, 23.7368724]",1576.0,876.0
d7103886,['Lunch'],"[48.8747549, 2.3541576]",,
d7799890,"['Lunch', 'Dinner']","[51.5302481, 0.2485164]",,
d2410857,"['Dinner', 'Drinks']","[45.4591735, 9.1821159]",,
d1674446,"['Lunch', 'Dinner', 'Late Night']","[45.7564681, 4.8324291]",,
d2250595,['Dinner'],"[53.3722477, 6.2525127]",,
d8754563,"['Lunch', 'Brunch']","[48.140362, 11.5618223]",,
d3137150,,"[41.6905621, 12.6988611]",,
d3201405,['Lunch'],"[56.06574185, 60.9751473]",,
d8339589,,"[45.4825497, 9.1849086]",,
d7277849,,"[41.3862717, 2.1623416]",,
d8715516,"['Lunch', 'Dinner']","[52.45008, 13.25278]",,
d11911678,['Breakfast'],"[38.6990903, 9.205311]",,
d12074729,"['Dinner', 'Lunch', 'Drinks']","[50.0627443, 14.439935]",9452.0,4836.0
d943034,,"[52.2363949, 21.010559]",,
d2641967,"['Lunch', 'Dinner', 'Drinks']","[48.1318769, 11.5803221]",1401.0,701.0
d1508454,"['Lunch', 'Dinner']","[38.7164687, 9.1408915]",,
d13117328,"['Drinks', 'Lunch', 'Dinner']","[50.0126736, 14.545925]",1314.0,613.0
d2002785,,"[51.4673153, 0.2170642]",2040.0,510.0
d1389578,"['Lunch', 'Dinner']","[51.402845, 0.1186509]",5100.0,3060.0
d4786696,"['Lunch', 'Dinner', 'Late Night']","[40.45446, 3.6929909]",,
d5870795,,"[41.4413126, 2.1752383]",,
d12843837,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[41.3911141, 2.1789833]",2189.0,1314.0
d1408137,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[48.8514609, 2.3806739]",,
d12638627,,"[41.1479386, 8.6088689]",,
d2299244,,"[51.5195847, 0.1227063]",,
d3488008,,"[41.8959723, 12.4717321]",1314.0,438.0
d8291025,"['Lunch', 'Dinner']","[50.068663, 14.4016161]",,
d3853132,"['Dinner', 'Breakfast', 'Lunch']","[45.4470443, 9.2062205]",,
d4329899,"['Lunch', 'Dinner']","[40.4349306, 3.6509226]",,
d3836456,"['Lunch', 'Dinner']","[48.1631444, 17.1331475]",,
d1894849,"['Brunch', 'Breakfast', 'Lunch', 'Dinner', 'Drinks']","[47.3877458, 8.5262795]",,
d9880124,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[51.4817378, 0.1992308]",,
d1044930,"['Lunch', 'Dinner']","[46.1550639, 6.0940045]",,
